name,company,address,country,website,additional_info,page_number
BEOVITA,"Beovita Vital GmbH
InnsbruckerStraße 22
10825 Berlin
Germany",,,www.parodont-gel.de,"Beovita Vital GmbH
InnsbruckerStraße 22
10825 Berlin
Germanywww.parodont-gel.de",2
BEVOLA NATURALS,"Kaufland Stiftung & Co. KG
Rötelstraße 35
74172 Neckarsulm　
Germany","Third party manufacturers:

Delarange Cosmetics BV
Edisonweg 36
3899 AZ Zeewolde www.delarange.com Emil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd www.emil-kiessling.de Femia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN www.femia.de Lipomaidsan Cosmetic Production GmbH
Trifthofstrasse 57
82362 Weilheim www.lipomaidsan.de Heinrich Hagner GmbH & Co. KG
Farinastraße 1
72250 Freudenstadt www.chh-cosmetic.de Mann & Schröder GmbH
Bahnhofstraße 14
74936 Siegelsbach www.mann-schroeder.de Maxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler

maxim-markenprodukte.de www.maxim-group.net Premium Cosmetics GmbH
Schillerstrasse 23-25
73054 Eislingen www.premium-cosmetics.com",Germany,www.kaufland.com,"Kaufland Stiftung & Co. KG
Rötelstraße 35
74172 Neckarsulm　
Germanywww.kaufland.comThird party manufacturers:

Delarange Cosmetics BV
Edisonweg 36
3899 AZ Zeewolde
Netherlandswww.delarange.comEmil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd
Germanywww.emil-kiessling.deFemia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN
Germanywww.femia.deLipomaidsan Cosmetic Production GmbH
Trifthofstrasse 57
82362 Weilheim
Germanywww.lipomaidsan.deHeinrich Hagner GmbH & Co. KG
Farinastraße 1
72250 Freudenstadt
Germanywww.chh-cosmetic.deMann & Schröder GmbH
Bahnhofstraße 14
74936 Siegelsbach
Germanywww.mann-schroeder.deMaxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler
Germany
maxim-markenprodukte.dewww.maxim-group.netPremium Cosmetics GmbH
Schillerstrasse 23-25
73054 Eislingen
Germanywww.premium-cosmetics.com",2
BIO HAPPY,"Gala srl
Via Antonio Cicognani, 11N
47121 Forli
Italy","www.biohappycosmetics.com Innovation and creativity are the principles behind this range of scented body care products. 

Shower gel and body lotion to cleanse and moisturise the body with natural surfactants and dermocompatible ingredients to keep the skin smooth, nourished and perfumed. 

Formulations that add a touch of happiness to your days without scarifying NATRUE natural and organic cosmetics certification. 

The Bio Happy line includes 5 different lively, delicious and inebriating fragrances: fizzy lime, fruit cocktail, fleur de sel, greenwood and sensual.

Bio Happy products are made in  by Gala srl",Italy,www.galacosmetici.com,"Gala srl
Via Antonio Cicognani, 11N
47121 Forli
Italywww.galacosmetici.comwww.biohappycosmetics.comInnovation and creativity are the principles behind this range of scented body care products. 

Shower gel and body lotion to cleanse and moisturise the body with natural surfactants and dermocompatible ingredients to keep the skin smooth, nourished and perfumed. 

Formulations that add a touch of happiness to your days without scarifying NATRUE natural and organic cosmetics certification. 

The Bio Happy line includes 5 different lively, delicious and inebriating fragrances: fizzy lime, fruit cocktail, fleur de sel, greenwood and sensual.

Bio Happy products are made in Italy by Gala srl",2
BIO PLANÈTE,"Ölmühle Moog GmbH
Klappendorf 2
01623 Lommatzsch
Germany",www.bioplanete.de,,www.bioplanete.com,"Ölmühle Moog GmbH
Klappendorf 2
01623 Lommatzsch
Germanywww.bioplanete.comwww.bioplanete.de",2
BIO:VEGANE,"BCG Baden-Baden Cosmetics Group GmbH
Im Rosengarten 7
76532 Baden-Baden
Germany",,,https://www.biovegane.com,"BCG Baden-Baden Cosmetics Group GmbH
Im Rosengarten 7
76532 Baden-Baden
Germanyhttps://www.biovegane.com",2
BI GOOD,"BIPA Parfumerien Gesellschaft m.b.H.
IZ NÖ-Süd Straße 3, Objekt 16
2355 WR. Neudorf
Austria","Third Party Manufacturers:

Albaad Deutschland GmbH
Am Langenhorster Bahnhof 23
48601 Ochtrup www.albaad.com Bademeisterei Kosmetikmanufaktur GmbH 
Schildbach 209 
8230 Hartberg www.bademeisterei.com Birkengold GmbH
Hauptplatz 3-5
3202 Hofstetten-Grünau www.birkengold.com Femia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN www.femia.de GW Cosmetics GmbH
Achauerstraße 49a
2333 LEOPOLDSDORF
Austria
gwcosmetics.at

Lipomaidsan Cosmetic Production GmbH
Trifthofstrasse 57
82362 Weilheim www.lipomaidsan.de Pure Green GmbH
Gewerbepark 17
6426 Roppen www.puregreen.at Szaidel cosmetic GmbH
 Fabrikstraße 9
66892 Bruchmühlbach-Miesau www.szaidel-cosmetics.de Velvety Manufaktur GmbH
12, Lothringenstraße
4501 Neuhofen an der Krems www.velvety.eu",Austria,www.bipa.at,"BIPA Parfumerien Gesellschaft m.b.H.
IZ NÖ-Süd Straße 3, Objekt 16
2355 WR. Neudorf
Austriawww.bipa.atThird Party Manufacturers:

Albaad Deutschland GmbH
Am Langenhorster Bahnhof 23
48601 Ochtrup
Germanywww.albaad.comBademeisterei Kosmetikmanufaktur GmbH 
Schildbach 209 
8230 Hartberg 
Austriawww.bademeisterei.comBirkengold GmbH
Hauptplatz 3-5
3202 Hofstetten-Grünau
Austriawww.birkengold.comFemia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN
Germanywww.femia.deGW Cosmetics GmbH
Achauerstraße 49a
2333 LEOPOLDSDORF
Austria
gwcosmetics.at

Lipomaidsan Cosmetic Production GmbH
Trifthofstrasse 57
82362 Weilheim
Germanywww.lipomaidsan.dePure Green GmbH
Gewerbepark 17
6426 Roppen
Austriawww.puregreen.atSzaidel cosmetic GmbH
 Fabrikstraße 9
66892 Bruchmühlbach-Miesau
Germanywww.szaidel-cosmetics.deVelvety Manufaktur GmbH
12, Lothringenstraße
4501 Neuhofen an der Krems
Austriawww.velvety.eu",2
B&R BAROQUE & ROSE,"BAROQUE & ROSE LTD
The Maltings
2 Anderson Road, Bearwood, 
Birmingham B66 4AR
United Kingdom",,,www.baroqueandrose.co.uk,"BAROQUE & ROSE LTD
The Maltings
2 Anderson Road, Bearwood, 
Birmingham B66 4AR
United Kingdomwww.baroqueandrose.co.uk",2
BIO2YOU,"B2Y Ltd
322A Maskavas Str.- 3rd Fl
1063 Riga
Latvia",,,www.bio2you.lv,"B2Y Ltd
322A Maskavas Str.- 3rd Fl
1063 Riga
Latviawww.bio2you.lv",3
BIOCURA COSMÉTICA NATURAL,"ALDI Supermercados, S.L.
C/ Alemanya, 5
08783 Masquefa Barcelona
Spain

Aldi is a leading discount retailer in Europe whose mission it is to provide its customers with top quality goods at the best possible price.","Third Party Manufacturers:

WIN COSMETIC GMBH & CO. KG
Wilhelm-Ternis-Straße 21-25
67592 Flörsheim-Dalsheim www.dalli-group.com Mibelle AG Cosmetics
Bolimattstrasse 1
5033 Buchs www.mibellegroup.com",Switzerland,https://www.aldi.es/conocenos/nuestras-marcas/la-cosmetica-natural-llega-a-tu-super.html,"ALDI Supermercados, S.L.
C/ Alemanya, 5
08783 Masquefa Barcelona
Spain

Aldi is a leading discount retailer in Europe whose mission it is to provide its customers with top quality goods at the best possible price.https://www.aldi.es/conocenos/nuestras-marcas/la-cosmetica-natural-llega-a-tu-super.htmlThird Party Manufacturers:

WIN COSMETIC GMBH & CO. KG
Wilhelm-Ternis-Straße 21-25
67592 Flörsheim-Dalsheim
Germanywww.dalli-group.comMibelle AG Cosmetics
Bolimattstrasse 1
5033 Buchs
Switzerlandwww.mibellegroup.com",3
BIOCURA NATURE,"ALDI Einkauf GmbH & Co. oHG (NORD)
Eckenbergstraße 16-16A
45307 Essen
Germany","Aldi is a leading discount retailer in Europe whose mission it is to provide its customers with top quality goods at the best possible price. 

Third Party Manufacturer:
Maxim Markenprodukte GmbH & Co KG
Donatusstraße 112
50259 Pulheim

maxim-markenprodukte.de",Germany,www.aldi-nord.de,"ALDI Einkauf GmbH & Co. oHG (NORD)
Eckenbergstraße 16-16A
45307 Essen
Germanywww.aldi-nord.deAldi is a leading discount retailer in Europe whose mission it is to provide its customers with top quality goods at the best possible price. 

Third Party Manufacturer:
Maxim Markenprodukte GmbH & Co KG
Donatusstraße 112
50259 Pulheim
Germany
maxim-markenprodukte.de",3
BIODROGA ORGANIC INSTITUTE,"BIODROGA Cosmetic GmbH
Im Rosengarten 7
76532 Baden-Baden
Germany",,,https://biodroga.com,"BIODROGA Cosmetic GmbH
Im Rosengarten 7
76532 Baden-Baden
Germanyhttps://biodroga.com",3
BIOKOSMA,"Melisana AG
Grüngasse 19
8004 Zürich
Switzerland","BIOKOSMA, a pioneer in Swiss natural cosmetics, makes modern skincare products using selected plant ingredients since 1935. 

BIOKOSMA's aim is to make you feel good all over. To achieve this we develop products that combine effectiveness with gentleness. Our inspiration is drawn from nature. 
Our product range is as varied as the needs of our users while being clear and easy to understand. Our aim is to offer modern natural cosmetics that harness advances in technology while respecting the environment. BIOKOSMA products contain selected high-quality ingredients and are developed and manufactured in  to reduce transport miles. We also give preference to Swiss organic plant extracts, which supports Swiss farmers. 

PRINCIPLES
- Ingredients grown in .
- BIOKOSMA uses carefully selected plant ingredients, with preference being given to organic Swiss products of the highest quality. These are carefully processed in line with ecological principles and using the latest findings in research.
- Natural preservatives and colorants.
- BIOKOSMA products contain only natural preservatives and no synthetic colorants.
- Free from mineral oils and silicones.
- BIOKOSMA products only contain plant oils, waxes and extracts. We do not use paraffins or other mineral oils. We also do not use silicone. 
- GM-free.
- BIOKOSMA products do not contain ingredients derived from dead animals or raw materials from genetically modified organisms (GMOs). 
- No animal testing.
- BIOKOSMA products are not tested on animals, either during the developmental or the manufacturing stage. 
- Dermatologically tested.
- All BIOKOSMA products are formulated to be kind to the skin. This has been confirmed in independent dermatological studies.",Switzerland,https://www.biokosma.ch,"Melisana AG
Grüngasse 19
8004 Zürich
Switzerlandhttps://www.biokosma.chBIOKOSMA, a pioneer in Swiss natural cosmetics, makes modern skincare products using selected plant ingredients since 1935. 

BIOKOSMA's aim is to make you feel good all over. To achieve this we develop products that combine effectiveness with gentleness. Our inspiration is drawn from nature. 
Our product range is as varied as the needs of our users while being clear and easy to understand. Our aim is to offer modern natural cosmetics that harness advances in technology while respecting the environment. BIOKOSMA products contain selected high-quality ingredients and are developed and manufactured in Switzerland to reduce transport miles. We also give preference to Swiss organic plant extracts, which supports Swiss farmers. 

PRINCIPLES
- Ingredients grown in Switzerland.
- BIOKOSMA uses carefully selected plant ingredients, with preference being given to organic Swiss products of the highest quality. These are carefully processed in line with ecological principles and using the latest findings in research.
- Natural preservatives and colorants.
- BIOKOSMA products contain only natural preservatives and no synthetic colorants.
- Free from mineral oils and silicones.
- BIOKOSMA products only contain plant oils, waxes and extracts. We do not use paraffins or other mineral oils. We also do not use silicone. 
- GM-free.
- BIOKOSMA products do not contain ingredients derived from dead animals or raw materials from genetically modified organisms (GMOs). 
- No animal testing.
- BIOKOSMA products are not tested on animals, either during the developmental or the manufacturing stage. 
- Dermatologically tested.
- All BIOKOSMA products are formulated to be kind to the skin. This has been confirmed in independent dermatological studies.",3
BIONATYR,"CTM ALTROMERCATO
Via Crispi, 9
39100 Bolzano (BZ) 
Italy","https://shop.altromercato.it/category/EC62000/cosmesi Third Party Manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) www.galacosmetici.com Ctm Altromercato consortium is the leading fair trade organization in  and one of the largest in the world. Our mission is to practice and promote a trade model based on principles such as fairness, sustainability and solidarity. 

Bio Natyr cosmetic range means fair trade, natural and organic highly-effective cosmetics for face, body and hair care. It is formulated to highlight the properties of the natural ingredients traditionally used for cosmetic treatments in the South of the world. At its heart are essential oils, flowers and fruit extracts, honey, vegetable oils and butters, herbs and spices, natural raw materials imported by Ctm Altromercato at fair trade conditions and processed by Gala Cosmetici, a professional and certified laboratory in .",Italy,https://www.altromercato.it/it_it/prodotti/benessere.html,"CTM ALTROMERCATO
Via Crispi, 9
39100 Bolzano (BZ) 
Italyhttps://www.altromercato.it/it_it/prodotti/benessere.htmlhttps://shop.altromercato.it/category/EC62000/cosmesiThird Party Manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) 
Italywww.galacosmetici.comCtm Altromercato consortium is the leading fair trade organization in Italy and one of the largest in the world. Our mission is to practice and promote a trade model based on principles such as fairness, sustainability and solidarity. 

Bio Natyr cosmetic range means fair trade, natural and organic highly-effective cosmetics for face, body and hair care. It is formulated to highlight the properties of the natural ingredients traditionally used for cosmetic treatments in the South of the world. At its heart are essential oils, flowers and fruit extracts, honey, vegetable oils and butters, herbs and spices, natural raw materials imported by Ctm Altromercato at fair trade conditions and processed by Gala Cosmetici, a professional and certified laboratory in Italy.",3
BIOTISSIMA - MIND & BODY,"Life Care Corp SRL 
Platforma Industiala Incontro
DN 59, KM8+55 M
Chisoda -  Timisoara
Romania",https://club.life-care.com,,https://life-care.com,"Life Care Corp SRL 
Platforma Industiala Incontro
DN 59, KM8+55 M
Chisoda -  Timisoara
Romaniahttps://life-care.comhttps://club.life-care.com",3
BIO:VÉGANE SKINFOOD,"BCG Baden-Baden Cosmetics Group GmbH
Im Rosengarten 7
76532 Baden-Baden
Germany",,,https://www.biovegane.com,"BCG Baden-Baden Cosmetics Group GmbH
Im Rosengarten 7
76532 Baden-Baden
Germanyhttps://www.biovegane.com",3
BIRKENGOLD,"Birkengold GmbH
Hauptplatz 3-5
3202 Hofstetten
Austria","With a young team of 10 employees, including two nutritionists, Birkengold is taking the market of sugar free and Xylitol based products to another level. 

The company was founded in 2011 by two health conscious visionaries and is still owner managed. Due to our positive attitude and conviction towards our goods and products we are currently market leader in Austria,  and Switzerland. 

We offer a unique, broad range of food and dental care products with xylitol and also supply many xylitol distributors in Europe with their varies private label products",Germany,https://www.birkengold.com,"Birkengold GmbH
Hauptplatz 3-5
3202 Hofstetten
Austriahttps://www.birkengold.comWith a young team of 10 employees, including two nutritionists, Birkengold is taking the market of sugar free and Xylitol based products to another level. 

The company was founded in 2011 by two health conscious visionaries and is still owner managed. Due to our positive attitude and conviction towards our goods and products we are currently market leader in Austria, Germany and Switzerland. 

We offer a unique, broad range of food and dental care products with xylitol and also supply many xylitol distributors in Europe with their varies private label products",3
BLÜTE-ZEIT,"EUCO GmbH - EDEKA Zentrale AG &Co KG
New-York-Ring 6
22297 Hamburg
Germany","EDEKA - one of the leading food retailers in .

Third Party Manufacturers:

Albaad Deutschland GmbH
Am Langenhorster Bahnhof 23
48601 Ochtrup www.albaad.com Emil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd www.emil-kiessling.de Femia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN www.femia.de Ideapro GmbH
Binnenhafenstraße 7
68159 Mannheim www.ideapro.de JM Nature
Adalbert-Stifter Str. 15
34246 Vellmar https://ben-anna.com Maxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler

maxim-markenprodukte.de

Otto Cosmetic GmbH 
Werner-von-Siemens-Straße 3
68649 Groß-Rohrheim www.otto-cosmetic.de",Germany,www.edeka.de/ernaehrung/beauty/bluete-zeit.jsp,"EUCO GmbH - EDEKA Zentrale AG &Co KG
New-York-Ring 6
22297 Hamburg
Germanywww.edeka.de/ernaehrung/beauty/bluete-zeit.jspEDEKA - one of the leading food retailers in Germany.

Third Party Manufacturers:

Albaad Deutschland GmbH
Am Langenhorster Bahnhof 23
48601 Ochtrup
Germanywww.albaad.comEmil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd
Germanywww.emil-kiessling.deFemia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN
Germanywww.femia.deIdeapro GmbH
Binnenhafenstraße 7
68159 Mannheim
Germanywww.ideapro.deJM Nature
Adalbert-Stifter Str. 15
34246 Vellmar
Germanyhttps://ben-anna.comMaxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler
Germany
maxim-markenprodukte.de

Otto Cosmetic GmbH 
Werner-von-Siemens-Straße 3
68649 Groß-Rohrheim
Germanywww.otto-cosmetic.de",3
CARA BIO COSMETICS,"NUSSYY® GmbH
Schottenfeldgasse 6
1070 Wien
Austria","Third party manufacturer
PURE GREEN GmbH
Gewerbepark 17
6426 Roppen www.puregreen.at",Austria,www.nussyy.at,"NUSSYY® GmbH
Schottenfeldgasse 6
1070 Wien
Austriawww.nussyy.atThird party manufacturer
PURE GREEN GmbH
Gewerbepark 17
6426 Roppen
Austriawww.puregreen.at",3
CELLAGON,"Hans Günther Berner GmbH + Co KG
Hasenholz 10
24161 Altenholz
Germany",,,www.cellagon.de/kosmetik-und-pflege,"Hans Günther Berner GmbH + Co KG
Hasenholz 10
24161 Altenholz
Germanywww.cellagon.de/kosmetik-und-pflege",3
CERES SPEZIALPFLEGE,"Ceres Heilmittel GmbH
Schloss Türnich
50169 Kerpen
Germany",,,https://www.ceres-spezialpflege.com,"Ceres Heilmittel GmbH
Schloss Türnich
50169 Kerpen
Germanyhttps://www.ceres-spezialpflege.com",3
CHARLOTTE MEENTZEN,"Charlotte Meentzen Kräutervital Kosmetik GmbH
Carl-Eschebach-Straße 10
01454 Radeberg
Germany",,,www.meentzen.de,"Charlotte Meentzen Kräutervital Kosmetik GmbH
Carl-Eschebach-Straße 10
01454 Radeberg
Germanywww.meentzen.de",3
CIEN NATURE,"Lidl Stiftung & Co. KG
Stiftsbergstraße 1
74167 Neckarsulm
Germany

Manufacturers:

Cosmolux Deutschland GmbH
Carl-Friedrich-Gauß-Str. 2
50259 Pulheim
Germany

Premium Cosmetics GmbH
Schillerstrasse 23-25
73054 Eislingen
Germany

WIN COSMETIC GmbH & Co KG
Wilhelm-Ternis-Strasse 21-25 
67592 Florsheim-Dalsheim
Germany",,,,"Lidl Stiftung & Co. KG
Stiftsbergstraße 1
74167 Neckarsulm
Germany

Manufacturers:

Cosmolux Deutschland GmbH
Carl-Friedrich-Gauß-Str. 2
50259 Pulheim
Germany

Premium Cosmetics GmbH
Schillerstrasse 23-25
73054 Eislingen
Germany

WIN COSMETIC GmbH & Co KG
Wilhelm-Ternis-Strasse 21-25 
67592 Florsheim-Dalsheim
Germany",3
CONAD BABY NATURAL,"CONAD SOCIETÀ COOPERATIVA
Via Michelino, 59 
40127 BOLOGNA
Italy","Third party manufacturer:

Co.ind. s.c.
Via Noalese Sud, 47
30033 Noale - Venezia, www.coindcosmetics.it",Italy,www.conad.it/nostri-prodotti/spesa-di-qualita/conad-baby.html?page=4,"CONAD SOCIETÀ COOPERATIVA
Via Michelino, 59 
40127 BOLOGNA
Italywww.conad.it/nostri-prodotti/spesa-di-qualita/conad-baby.html?page=4Third party manufacturer:

Co.ind. s.c.
Via Noalese Sud, 47
30033 Noale - Venezia, 
Italywww.coindcosmetics.it",3
CONASKIN,"Conaskin GmbH
Schauenburgerstraße 116
24118 Kiel
Germany",,,https://conaskin.de/,"Conaskin GmbH
Schauenburgerstraße 116
24118 Kiel
Germanyhttps://conaskin.de/",3
CORE ACTIVE,"Nutriactive Ltda
Avenida Invernada, 1647
Sala 02
Parque Nova Suiça
Valinhos, São Paulo
CEP 13271-450
Brazil",,,www.nutriactive.com.br,"Nutriactive Ltda
Avenida Invernada, 1647
Sala 02
Parque Nova Suiça
Valinhos, São Paulo
CEP 13271-450
Brazilwww.nutriactive.com.br",3
COSNATURE,"Cosmolux Deutschland GmbH
Carl-Friedrich-Gauß-Str. 2
50259 Pulheim
Germany",,,https://www.cosnature.de,"Cosmolux Deutschland GmbH
Carl-Friedrich-Gauß-Str. 2
50259 Pulheim
Germanyhttps://www.cosnature.de",3
CRESCENDO COOP,"COOP Italia 
Via del Lavoro 6/8 
40033 Casalecchio di Reno (BO)
Italy","Third party manufacturers:
PIERPAOLI S.R.L. 
Via Enrico Mattei, 20
60019 Senigallia AN www.pierpaoli.com DIVA INTERNATIONAL SRL
Via dell'Industria, 7
06038 Spello (PG) www.divaint.it Co.ind.s.c.
Via Noalese Sud, 47
30033 Noale - Venezia, www.coindcosmetics.it",Italy,https://www.e-coop.it/crescendo,"COOP Italia 
Via del Lavoro 6/8 
40033 Casalecchio di Reno (BO)
Italyhttps://www.e-coop.it/crescendoThird party manufacturers:
PIERPAOLI S.R.L. 
Via Enrico Mattei, 20
60019 Senigallia AN
Italywww.pierpaoli.comDIVA INTERNATIONAL SRL
Via dell'Industria, 7
06038 Spello (PG)
Italywww.divaint.itCo.ind.s.c.
Via Noalese Sud, 47
30033 Noale - Venezia, 
Italywww.coindcosmetics.it",3
DAMÀR,"Nenna Manufactory 
National Road Elbasan -
Librazhd, Km 2, Ura e Lizes,
Elbasan, 3014, 
Albania",,,https://nenna.al,"Nenna Manufactory 
National Road Elbasan -
Librazhd, Km 2, Ura e Lizes,
Elbasan, 3014, 
Albaniahttps://nenna.al",4
DEA FLORES NATURAL HEALTH ORGANIC,"Dea Flores d.o.o.
Dragutina Tadijanovića 3
51000 Rijeka
Croatia",,,http://deaflores.com/,"Dea Flores d.o.o.
Dragutina Tadijanovića 3
51000 Rijeka
Croatiahttp://deaflores.com/",4
DELIDEA BIO,"Gala srl
Via Antonio Cicognani, 11N
47121 Forli
Italy","www.delideabio.com DELIDEA BIO is a complete line of facial and body care products characterized by voluptuous and natural fragrances safe, pleasantly delicate formulations and effective biological ingredients. 

Delidea offers a complete treatment for every type of skin exalting the natural proprieties of organic extracts. 

DELIDEA BIO products are made in  by Gala srl",Italy,www.galacosmetici.com,"Gala srl
Via Antonio Cicognani, 11N
47121 Forli
Italywww.galacosmetici.comwww.delideabio.comDELIDEA BIO is a complete line of facial and body care products characterized by voluptuous and natural fragrances safe, pleasantly delicate formulations and effective biological ingredients. 

Delidea offers a complete treatment for every type of skin exalting the natural proprieties of organic extracts. 

DELIDEA BIO products are made in Italy by Gala srlwww.galacosmetici.com",4
